web-scraper-order,web-scraper-start-url,complaint,complaint-href,title,user_text,images-src,municipality,complaint_number,image_url,complaint_en,title_en,user_text_en,date_created,date_modified,image_description,complaint_severity,category
1731179651-47,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:46,  5 Dhj 2017,                 Përditësimi i fundit 08:34,  7 Dhj 2017",https://ndreqe.com/report/1017,"Raportuar në kategorinë Mbeturina nga anonim në 14:46, Mar  5 dhjetor 2017","Kontejneret e berrlogut jane te vendosura ne rruge! Cdo dite vozitesit rrezikojne gjate kalimit andej, ngase rruga eshte e ngushtuar! Pjesa mrapa ka mbetje te ngurta ( asfallt ) te hedhur ne menyre te jashte ligjshme. Intervenimimi eshte urgjent!",/photo/1017.1.jpeg?1142e6b5,Prishtinës,1017,https://ndreqe.com/photo/1017.1.jpeg?1142e6b5,"Mbeturina 14:46, 5 Dec 2017, Last update 08:34, 7 Dec 2017","Reported in category Abandoned by anonymous at 14:46, Tue 5 Dec 2017","The containers with construction waste are placed on the street! Every day, drivers risk during the passage because the road is narrowed! The rough part has hard (asphalt) residues thrown in an illegal manner. Intervention is urgent!",2017-12-05 14:46:00,2017-12-07 08:34:00,"The image depicts a scene of neglect and disregard for public safety, with two large metal dumpsters overflowing with construction waste placed on the side of a road. The dumpsters are positioned in a way that narrows the road, posing a significant risk to drivers who must navigate around them. The presence of hard, asphalt-like residue scattered on the ground adds to the hazardous conditions.

The photo was taken in Kosovo, and the individual who submitted it has reported the issue as an abandoned problem. The severity assessment model will likely assign a high level of severity to this issue due to the potential for accidents and the overall state of disrepair.

To quantify the severity of the problem, the model may consider factors such as:

* The location of the dumpsters: Being placed on the side of a road increases the risk of accidents and obstructs traffic flow.
* The amount of waste: The dumpsters are overflowing, indicating a significant accumulation of construction waste.
* The condition of the road: The presence of hard, asphalt-like residue suggests poor maintenance and potential hazards for drivers.
* The urgency of the situation: The individual who submitted the photo has emphasized the need for urgent intervention, highlighting the immediate danger posed by the situation.

Based on these factors, the severity assessment model may assign a score of 8 or 9 out of 10, indicating a high level of severity. This score reflects the potential for accidents, the impact on traffic flow, and the overall state of disrepair, which all contribute to a significant risk to public safety and well-being.",8,Other
1731179654-48,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik          19:13,  8 Dhj 2017,                 Përditësimi i fundit 10:41, 11 Dhj 2017",https://ndreqe.com/report/1030,"Raportuar në kategorinë Ndriçim publik nga anonim në 19:13, Pre  8 dhjetor 2017",*Ne lagjen Sofali mungon ndriqimi publim pothuajse ne te gjithe lagjen,/photo/1030.0.jpeg?ba9016c7,Prishtinës,1030,https://ndreqe.com/photo/1030.0.full.jpeg?ba9016c7,"Public domain 19:13, 8 Dec 2017, Last updated 10:41, 11 Dec 2017","Reported in Public Lighting category by anonymous at 19:13, Pre  8 December 2017",*In the Sofali neighborhood there is almost no public lighting throughout the neighborhood,2017-12-08 19:13:00,2017-12-11 10:41:00,"The image depicts a dimly lit, poorly lit street at night, with a single light source visible in the distance. The street appears to be unpaved and lacks streetlights, creating a hazardous environment for pedestrians and drivers.

**Impact on Residents**

The lack of public lighting in the Sofali neighborhood poses a significant risk to residents' safety and well-being. The absence of streetlights makes it difficult for people to navigate the streets, especially at night, increasing the risk of accidents and crimes.

**Severity Assessment**

The severity of this issue is high due to the potential harm it can cause to residents, particularly vulnerable groups such as the elderly and children. The lack of public lighting can also deter businesses and investment in the area, leading to economic decline and further exacerbating the problem.

**Recommendation**

The municipality should take immediate action to address this issue by installing streetlights along the entire length of the street. This will not only improve safety but also enhance the overall quality of life for residents.",8,Public Lighting
1731179657-49,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          09:47, 31 Dhj 2017",https://ndreqe.com/report/1455,"Raportuar në kategorinë Mbeturina nga anonim në 09:47, Die 31 dhjetor 2017","*Prishtinë-Gjilan, Matiqan, Kishnicë, Prishtinë, Rrafsh i Kosovës.",/photo/1455.0.jpeg?938a4d6b,Prishtinës,1455,https://ndreqe.com/photo/1455.0.full.jpeg?938a4d6b,"Mbeturina 09:47, 31 Dec 2017","Reported in category Debris by anonymous at 09:47, Sun 31 Dec 2017","Pristina-Gjilan, Matiqan, Kishnica, Pristina, Kosovo Plain.",,,"The image depicts a scene of significant litter and debris scattered across the ground, with a focus on the front right portion of the image. The area is characterized by a mix of trash, including plastic bags, bottles, and other unidentifiable items, which are strewn about in a seemingly haphazard manner. Some of the trash appears to be buried in the dirt, while other pieces are visible on the surface.

The surrounding environment is overgrown with weeds and grass, suggesting that the area has not been properly maintained or cleaned in some time. In the background, trees and bushes are visible, adding to the sense of neglect and disrepair.

The presence of trash and debris in this location is likely to have a negative impact on the local environment and community. It can attract pests, create unsanitary conditions, and contribute to the overall aesthetic degradation of the area. Furthermore, the presence of litter may indicate a lack of concern for the well-being of the community and the environment, which can have broader social and economic implications.

Overall, the image suggests that the municipality complaint is valid and warrants attention. The severity of the problem can be quantified by assessing the amount and type of trash, the extent of the area affected, and the potential impact on the environment and community.",6,Rubbish
1731179660-50,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:10, 11 Jan 2018",https://ndreqe.com/report/2000,"Raportuar në kategorinë Mbeturina nga anonim në 13:10, Enj 11 janar 2018","*M-9, Pristina, Rrafsh i Kosovës",/photo/2000.0.png?93ee6fb3,Prishtinës,2000,https://ndreqe.com/photo/2000.0.png?93ee6fb3,"Mbeturina 1:10 pm, January 11, 2018","Reported in the Litter category by anonymous at 13:10, Thu 11 Jan 2018","M-9, Pristina, Kosovo Plain",,,"The image depicts a pile of trash and debris scattered on the ground, with grass and dirt visible in the foreground. The trash appears to be a mix of household waste, including plastic bottles, food packaging, and other non-biodegradable materials. The presence of these items suggests that the area may have been used for illegal dumping or littering.

In the background, a dark area with trees or bushes is visible, which could indicate that the location is near a wooded or forested area. This could also suggest that the trash may have been dumped in a secluded spot, away from public view.

Overall, the image suggests that the area is in need of cleaning and proper waste management. The presence of trash and debris can be an eyesore and create an unhealthy environment for residents and visitors. It is likely that the municipality or local authorities will need to take action to clean up the area and prevent further littering.

Based on the description provided, I would assess the severity of the problem as moderate to high. The presence of a large amount of trash and debris in a public area can have negative impacts on the environment and public health. It is important for the municipality to take prompt action to address this issue and ensure that the area is cleaned up and maintained properly.",6,Rubbish
1731179663-51,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:12, 11 Jan 2018",https://ndreqe.com/report/2001,"Raportuar në kategorinë Mbeturina nga anonim në 13:12, Enj 11 janar 2018","*M-9, Pristina, Rrafsh i Kosovës",/photo/2001.0.png?c84b9082,Prishtinës,2001,https://ndreqe.com/photo/2001.0.png?c84b9082,No translation is needed as the text appears to be a username and a timestamp in English.,"Reported in category Litter by anonymous at 13:12, Thu 11 Jan 2018","M-9, Pristina, Kosovo Plain",,,"The image depicts a grassy area with scattered trash and debris, including plastic bags, bottles, and other unidentifiable items. The presence of these objects suggests that the area has been neglected or overlooked, leading to a buildup of litter.

Upon closer inspection, it appears that the trash is concentrated in a specific area, with some items appearing to be buried or hidden beneath the grass. This could indicate that the litter has been present for some time, or that it has been intentionally hidden from view.

The surrounding environment is characterized by trees and bushes, which may contribute to the accumulation of litter. The proximity of the litter to the trees and bushes could suggest that the trash has been blown or carried by wind or water, rather than being intentionally discarded.

The overall condition of the area is one of neglect and disrepair, with the litter and debris creating an eyesore for residents and passersby. The presence of trash in a public space can be a nuisance and a health concern, particularly if it attracts pests or creates unsanitary conditions.

Based on this description, I would assess the severity of the problem as moderate to high. The accumulation of litter in a public space is a clear indication of neglect and a potential health concern. The presence of trash in a grassy area, particularly near trees and bushes, suggests that the issue may be more widespread and difficult to address. Therefore, I would recommend that the municipality take immediate action to clean up the area and implement measures to prevent future littering.",6,Rubbish
1731179666-52,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:32, 11 Jan 2018",https://ndreqe.com/report/2005,"Raportuar në kategorinë Mbeturina nga anonim në 13:32, Enj 11 janar 2018","*M-9, Pristina, Rrafsh i Kosovës",/photo/2005.0.png?13daa13a,Prishtinës,2005,https://ndreqe.com/photo/2005.0.png?13daa13a,"Mbeturina 13:32, 11 Jan 2018","Reported in the Litter category by an anonymous person at 13:32, Thu 11 January 2018","M-9, Pristina, Kosovo Plain",,,"The image depicts a dirt road in a rural area, with a significant amount of trash scattered throughout. The road is lined with trees and bushes, and there is a large pile of garbage at the end of the road. The trash appears to be a mix of household waste, construction debris, and possibly hazardous materials.

The presence of trash on the road and in the surrounding area suggests that the municipality has not been effectively managing waste disposal in the region. This can lead to several problems, including:

1. **Environmental pollution:** The trash can leach harmful chemicals into the soil and water, posing a risk to local wildlife and human health.
2. **Aesthetic blight:** The accumulation of trash can make the area look unsightly and unpleasant, potentially deterring tourists and residents from visiting or living in the area.
3. **Health risks:** The presence of hazardous materials in the trash can pose a risk to people who come into contact with it, particularly children and vulnerable populations.
4. **Economic impacts:** The lack of effective waste management can also have economic consequences, as it can attract pests and vermin that can damage crops and property.

Overall, the image suggests that the municipality needs to take immediate action to address the waste management issue in this area to prevent further environmental degradation and health risks.",8,Rubbish
1731179669-53,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          13:33, 11 Jan 2018",https://ndreqe.com/report/2006,"Raportuar në kategorinë Mbeturina nga anonim në 13:33, Enj 11 janar 2018","*M-9, Pristina, Rrafsh i Kosovës",/photo/2006.0.png?76a94160,Prishtinës,2006,https://ndreqe.com/photo/2006.0.png?76a94160,"Mbeturina 1:33 pm, January 11, 2018","Reported in the Litter category by anonymous at 13:33, Thu 11 Jan 2018","*M-9, Pristina, Plain of Kosovo",,,"The image depicts a municipality complaint in Kosovo, showcasing a significant amount of litter and debris scattered throughout the area. The scene is characterized by a large quantity of trash, including plastic bags, cardboard boxes, and other unidentifiable items, which are strewn about the ground. Some of these items appear to be buried in the dirt, while others are visible on the surface.

In the foreground, a pile of trash is concentrated, with some items appearing to be more recent than others. The presence of weeds and grass growing among the trash suggests that the area has been neglected for an extended period. Additionally, there are several large objects, possibly old furniture or appliances, that are partially buried in the dirt.

The background of the image reveals a dense thicket of trees and bushes, which may have contributed to the accumulation of trash in the area. The overall atmosphere of the image conveys a sense of neglect and disorganization, with the trash and debris creating an unsightly and potentially hazardous environment for residents and visitors alike.

Given the severity of the situation, it is likely that the municipality will need to take immediate action to address the issue. This may involve conducting a thorough cleanup operation, followed by regular maintenance and monitoring to prevent the reaccumulation of trash. Furthermore, the municipality may also need to investigate the source of the trash and take steps to prevent similar incidents in the future.

In terms of how this would disrupt a resident in the area, the presence of trash and debris can have several negative impacts. For instance, the unsightly appearance of the area may decrease property values and affect the overall quality of life for residents. Additionally, the potential health risks associated with living near a trash-filled area, such as the spread of disease and pests, cannot be ignored. Therefore, it is essential for the municipality to take prompt action to resolve this issue and restore the area to a safe and clean environment.",8,Rubbish
1731179672-54,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          08:19, 17 Jan 2018",https://ndreqe.com/report/2176,"Raportuar në kategorinë Mbeturina nga anonim në 08:19, M�r 17 janar 2018","*Bajram Bahtiri, Pristina",/photo/2176.0.png?af238307,Prishtinës,2176,https://ndreqe.com/photo/2176.0.png?af238307,"January 17, 2018","Reported in the Litter category by an anonymous person at 08:19, Wed 17 January 2018","Bajram Bahtiri, Pristina",,,"The image depicts a large pile of trash in an outdoor setting, with various types of waste scattered about. The trash appears to be a mix of household and construction materials, including plastic bags, bottles, and other unidentifiable items. Some of the items are green, while others are white or blue. The trash is piled up on the ground, with some of it spilling over onto the surrounding area.

In the background, there are trees and bushes, suggesting that the location is near a wooded area or a park. However, the presence of trash in this environment is likely to be a source of concern for residents and visitors alike.

Based on the image, it is clear that the trash is a significant problem in this area. The amount of waste is substantial, and it appears to be accumulating in a way that is not only unsightly but also potentially harmful to the environment. The presence of trash in a wooded area could lead to pollution of local water sources, harm to wildlife, and other negative impacts on the ecosystem.

Overall, the image suggests that the municipality complaint is justified, and that prompt action is needed to address the issue of litter in this area.",6,Rubbish
1731179675-55,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:22, 17 Jan 2018",https://ndreqe.com/report/2206,"Raportuar në kategorinë Mbeturina nga anonim në 14:22, M�r 17 janar 2018","* Haxhi Zeka, Gallapi, Kolovicë, Pristina",/photo/2206.0.png?de87822a,Prishtinës,2206,https://ndreqe.com/photo/2206.0.png?de87822a,"Mbeturina 14:22, 17 Jan 2018","Reported in the litter category by anonymous at 14:22, Wed 17 Jan 2018","* Haxhi Zeka, Gallapi, Kolovicë, Pristina",,,"The image depicts a rural landscape in Kosovo, with rolling hills and mountains in the background. The foreground features a grassy field with a few trees and a fence running through it. In the distance, a small village or town is visible, with several buildings scattered throughout the valley.

The image appears to be a complaint about litter in the area, as indicated by the description provided. The presence of litter in the field and surrounding environment could be a nuisance for residents and visitors, and may also pose environmental hazards.

Upon closer inspection, it becomes clear that the image is not of high quality, with pixelation and distortion evident throughout. This may be due to the source of the image being a low-resolution photograph or a screenshot from a digital device.

Despite the image quality issues, it is still possible to identify the main features of the landscape and the location of the complaint. The presence of a fence and trees suggests that the area is being used for agricultural or pastoral purposes, while the village or town in the distance implies that there is some level of human settlement in the area.

Overall, the image provides a general idea of the location and context of the complaint, but the poor image quality limits the amount of detail that can be discerned.",7,Rubbish
1731179678-56,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:37, 17 Jan 2018",https://ndreqe.com/report/2212,"Raportuar në kategorinë Mbeturina nga anonim në 14:37, M�r 17 janar 2018","*M-25, Vranidoll, Pristina",/photo/2212.0.png?80181f88,Prishtinës,2212,https://ndreqe.com/photo/2212.0.png?80181f88,"Mbeturina 14:37, 17 Jan 2018","Reported in the Litter category by anonymous at 14:37, Wed 17 January 2018","M-25, Vranidoll, Pristina",,,"The image shows a pile of large, white, rectangular blocks of what appears to be concrete or stone, scattered among greenery and twigs. The blocks are scattered haphazardly, with some lying on top of each other and others standing upright. The blocks are surrounded by tall grasses and weeds, which are also growing in the foreground of the image. In the background, there are more twigs and branches, as well as what appears to be a small patch of dirt or sand.

This image appears to show a municipal complaint about litter or debris in a public area, possibly a park or green space. The presence of the large blocks of concrete or stone suggests that they may have been dumped or discarded in the area, and the surrounding vegetation suggests that the area may not be well-maintained or regularly cleaned. The image does not provide any clear indication of the source of the debris or the reason why it was left in the area.

Overall, the image suggests that the area is not being properly maintained or cleaned, and that the presence of the debris may be causing a disturbance or nuisance for residents in the area. The image does not provide any clear indication of the severity of the problem, but it does suggest that the area may require attention and cleaning to restore it to a safe and healthy condition.",3,Rubbish
1731179681-57,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:48, 17 Jan 2018",https://ndreqe.com/report/2219,"Raportuar në kategorinë Mbeturina nga anonim në 14:48, M�r 17 janar 2018","*M-25, Vranidoll, Pristina",/photo/2219.0.png?72436f8c,Prishtinës,2219,https://ndreqe.com/photo/2219.0.png?72436f8c,"Mbeturina 14:48, 17 Jan 2018","Reported in the Litter category by an anonymous person at 14:48, Wed 17 January 2018","M-25, Vranidoll, Pristina",,,"The image depicts a municipal complaint of litter in Kosovo, specifically in the area of M-25, Vranidoll, Pristina. The scene is characterized by a large pile of trash scattered across the ground, with various items such as cardboard boxes, plastic bags, and other unidentifiable objects strewn about. The litter appears to be concentrated in a small area, suggesting that it may have been dumped recently.

The presence of litter in this location is likely to cause disruptions for residents in the area. For instance, the trash could attract pests and create an unpleasant environment for those living nearby. Additionally, the litter may obstruct pedestrian or vehicular paths, making it difficult for people to navigate the area safely.

Furthermore, the litter could also pose health risks, particularly if it contains hazardous materials or attracts disease-carrying insects. Inappropriate waste disposal can lead to environmental pollution, which can have far-reaching consequences for the local ecosystem and human health.

Overall, the image highlights the need for proper waste management and disposal practices in the area to prevent such incidents from occurring in the future. It is essential for the municipality to take prompt action to address this issue and ensure that the community remains safe and healthy.",8,Rubbish
1731179684-58,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          14:54, 17 Jan 2018",https://ndreqe.com/report/2223,"Raportuar në kategorinë Mbeturina nga anonim në 14:54, M�r 17 janar 2018","*R 7, Fushë Kosovë, Prishtina",/photo/2223.0.png?3aee0b7f,Prishtinës,2223,https://ndreqe.com/photo/2223.0.png?3aee0b7f,"Mbeturina 14:54, 17 Jan 2018","Reported in category Litter by anonymous at 14:54, Wed 17 January 2018","R 7, Kosovo Polje, Pristina",,,"The image depicts a pile of trash in a wooded area, with various items scattered throughout the scene. The trash appears to be a mix of organic and inorganic waste, including what looks like a blue plastic bag, a pile of what appears to be broken bricks or tiles, and some other unidentifiable objects. The area is overgrown with weeds and grass, suggesting that the trash has been left unattended for some time.

The presence of trash in a wooded area can have several negative impacts on the environment and local residents. For one, it can attract pests and rodents, which can spread disease and cause property damage. Additionally, the trash can create an eyesore and detract from the aesthetic appeal of the area, potentially decreasing property values. Furthermore, the trash can also contaminate nearby water sources and harm local wildlife.

In terms of how this would disrupt a resident in the area, it's likely that the presence of trash would be a source of frustration and concern for those living nearby. They may feel that the municipality is not doing enough to address the issue, which could lead to feelings of anger and mistrust. Additionally, the trash could also create a sense of unease or discomfort for residents who value cleanliness and order.

Overall, the image suggests that the municipality needs to take action to address this issue and ensure that the area is cleaned up and maintained properly. This could involve increasing waste collection services, implementing stricter littering laws, and educating residents about the importance of proper waste disposal.",6,Rubbish
1731179687-59,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:01, 17 Jan 2018",https://ndreqe.com/report/2228,"Raportuar në kategorinë Mbeturina nga anonim në 15:01, M�r 17 janar 2018","*Autostrada Ibrahim Rugova, Llazarevë, Prishtina",/photo/2228.0.png?ba30618c,Prishtinës,2228,https://ndreqe.com/photo/2228.0.png?ba30618c,"Mbeturina 15:01, 17 Jan 2018","Reported in the Litter category by anonymous at 15:01, Wed 17 Jan 2018","Ibrahim Rugova Highway, Llazarevë, Pristina",,,"The provided image depicts a pile of trash on the side of the road, with a field of yellow flowers in the background. The trash appears to be a mix of various items, including plastic bottles, bags, and other unidentifiable objects. The pile is situated on a dirt road, which is surrounded by a field of yellow flowers. In the distance, there are trees and other greenery visible.

This image would likely be classified as a medium-severity issue, as it is a visible and noticeable problem that could potentially disrupt the daily lives of residents in the area. The presence of trash on the side of the road could attract pests and create an unpleasant environment for those who live or work nearby. Additionally, the fact that the trash is located on a main road, such as Ibrahim Rugova Highway, suggests that it may be a recurring problem that requires attention from local authorities.

Overall, the image suggests that the municipality complaint portal has received a report of a litter problem in the area, and that the issue needs to be addressed in order to maintain a clean and safe environment for residents.",5,Rubbish
1731179690-60,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:06, 17 Jan 2018",https://ndreqe.com/report/2232,"Raportuar në kategorinë Mbeturina nga anonim në 15:06, M�r 17 janar 2018","*Besiana, Pristina, Pristina",/photo/2232.0.png?5be79ad9,Prishtinës,2232,https://ndreqe.com/photo/2232.0.png?5be79ad9,"Mbeturina 15:06, 17 Jan 2018","Reported in category Litter by an anonymous person at 15:06, Wed 17 Jan 2018","Besiana, Pristina, Pristina",,,"The image depicts a grassy field with a substantial amount of trash scattered throughout, including plastic bags, bottles, and other unidentifiable items. The trash is concentrated in the foreground, with some scattered throughout the rest of the field. In the background, a few houses are visible, suggesting that this is a residential area.

This image presents a significant concern for the local community, as it indicates a lack of proper waste management and disposal practices. The presence of trash in a public space can lead to several issues:

1. **Environmental Concerns**: The trash can pollute the air and water, posing a threat to the local ecosystem and wildlife.
2. **Public Health Risks**: The accumulation of trash can attract pests and rodents, which can spread diseases and create unsanitary conditions.
3. **Aesthetic Impact**: The presence of trash can negatively impact the aesthetic appeal of the area, potentially deterring visitors and residents alike.
4. **Community Perception**: The image may contribute to a negative perception of the municipality's ability to maintain public spaces, potentially affecting community morale and trust.

Given these concerns, I would rate the severity of this issue as high. The presence of trash in a public space is a clear indication of inadequate waste management and disposal practices, which can have far-reaching consequences for the environment, public health, and community well-being.",7,Rubbish
1731179693-61,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:07, 17 Jan 2018",https://ndreqe.com/report/2233,"Raportuar në kategorinë Mbeturina nga anonim në 15:07, M�r 17 janar 2018","*Besiana, Pristina, Pristina",/photo/2233.0.png?bbfc6ec4,Prishtinës,2233,https://ndreqe.com/photo/2233.0.png?bbfc6ec4,"Mbeturina 15:07, 17 Jan 2018","Reported in the Litter category by an anonymous person at 15:07, Wed 17 Jan 2018","Besiana, Pristina, Pristina",,,"The image depicts a large pile of rubble and debris in an area that appears to be a natural landscape or a rural setting. The rubble is composed of various materials, including what appears to be concrete, bricks, and other construction materials. The debris is scattered across the ground, with some pieces appearing to be broken or damaged.

In the background, there are trees and greenery, suggesting that the area is surrounded by natural vegetation. The sky above is blue with white clouds, indicating a sunny day. However, the presence of the rubble and debris suggests that the area may have been affected by some kind of construction or demolition activity.

The overall atmosphere of the image suggests that the area has been disturbed or disrupted by human activity, and the presence of the rubble and debris may be causing an eyesore or a nuisance for the surrounding environment and residents. The image appears to be a complaint submitted to a municipality portal, indicating that the person who took the photo is concerned about the state of the area and is seeking to bring attention to the issue.

In terms of how this would disrupt a resident in the area, the presence of the rubble and debris could potentially cause problems for those living nearby. For example, it could lead to noise pollution, dust, and other environmental hazards. Additionally, the presence of the rubble and debris could also affect the aesthetic value of the area, making it less desirable for residents and visitors alike.

Overall, the image suggests that the area has been impacted by human activity, and the presence of the rubble and debris is causing concerns for the surrounding environment and residents.",6,Rubbish
1731179696-62,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:09, 17 Jan 2018",https://ndreqe.com/report/2234,"Raportuar në kategorinë Mbeturina nga anonim në 15:09, M�r 17 janar 2018","*Besiana, Pristina, Pristina",/photo/2234.0.png?436bd0e6,Prishtinës,2234,https://ndreqe.com/photo/2234.0.png?436bd0e6,"Mbeturina 15:09, 17 Jan 2018","Reported in the Litter category by anonymous at 15:09, Wed 17 Jan 2018","Besiana, Pristina, Pristina",,,"The image depicts a rural area with a small village in the background. In the foreground, there is a large pile of trash and debris, including broken glass, plastic, and other unidentifiable materials. The trash is scattered across the ground, with some of it spilling onto the grassy area in front of it.

In the background, there are several buildings, including what appears to be a few houses or barns. The buildings are surrounded by green fields and hills, and there are some trees scattered throughout the area. The sky above is blue with white clouds.

Overall, the image suggests that the area is experiencing environmental degradation, with litter and pollution affecting the natural beauty of the landscape. The presence of trash in the foreground and the buildings in the background creates a sense of contrast between the natural and built environments.

Based on the image, it is likely that the resident who submitted this photo is concerned about the impact of litter and pollution on the environment and the community. They may be worried about the health and safety risks associated with living near a polluted area, as well as the aesthetic impact on the community. The image provides a clear visual representation of the problem, making it easier for the municipality to understand the severity of the issue and take appropriate action to address it.",6,Rubbish
1731179699-63,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:10, 17 Jan 2018",https://ndreqe.com/report/2235,"Raportuar në kategorinë Mbeturina nga anonim në 15:10, M�r 17 janar 2018","*Vëllezërit Fazliu, Besiana, Pristina",/photo/2235.0.png?76973492,Prishtinës,2235,https://ndreqe.com/photo/2235.0.png?76973492,"Mbeturina 15:10, 17 Jan 2018","Reported in category Litter by anonymous at 15:10, Wed 17 January 2018","The Fazliu Brothers, Besiana, Pristina",,,"The image depicts a pile of trash and debris in a residential area, with a white piece of metal or plastic visible at the top. The pile appears to be quite large, with various items scattered throughout, including what looks like a broken chair or table leg, a red plastic container, and a white bucket. The ground around the pile is littered with dirt, rocks, and other debris.

The image suggests that the area has been neglected and is in need of cleaning. The presence of trash and debris can be unsightly and potentially hazardous to the health and well-being of the residents in the area. It is likely that the municipality has received complaints about the issue and is working to address it.

Based on the image, I would assess the severity of the problem as moderate. The amount of trash and debris present is significant, and the area appears to be in disarray. However, it is unclear whether the issue is widespread or isolated to this particular location. Further investigation would be needed to determine the full extent of the problem and to develop an effective solution.

It is important to note that the image does not provide any information about the identity of the person who submitted the photo or the context in which it was taken. Therefore, it is difficult to determine the motivations behind the submission or the potential impact on the community.",6,Rubbish
1731179702-64,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:16, 17 Jan 2018",https://ndreqe.com/report/2239,"Raportuar në kategorinë Mbeturina nga anonim në 15:16, M�r 17 janar 2018","*Bajram Bahtiri, Pristina",/photo/2239.0.png?18db4bde,Prishtinës,2239,https://ndreqe.com/photo/2239.0.png?18db4bde,"Mbeturina 15:16, 17 Jan 2018","Reported in the Litter category by anonymous at 15:16, Wed 17 January 2018","Bajram Bahtiri, Pristina",,,"The image depicts a hillside covered in a mixture of dirt, trash, and overgrown vegetation. The hill is steep, with the top portion appearing to be a flat area that slopes downward to the left. The ground is littered with various items, including what appears to be a plastic bag or container, a piece of metal, and other unidentifiable objects. The vegetation is dense and overgrown, with tall grasses and weeds covering most of the hillside.

In the background, a brick wall is visible, suggesting that the area may be located near a residential or commercial property. The overall appearance of the image suggests that the area has been neglected and is in need of cleaning and maintenance.

The presence of trash and overgrown vegetation on the hillside could potentially disrupt residents in the area by creating an eyesore and potentially attracting pests or rodents. Additionally, the steep slope of the hill could pose a hazard to individuals who may attempt to climb or walk on the hillside.

Based on the description provided by the person who submitted the photo, it is clear that the issue is related to litter and neglect. The image suggests that the area has been neglected for some time, and that the presence of trash and overgrown vegetation is causing a nuisance for residents in the area.",6,Rubbish
1731179705-65,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina          15:17, 17 Jan 2018",https://ndreqe.com/report/2240,"Raportuar në kategorinë Mbeturina nga anonim në 15:17, M�r 17 janar 2018","*Bajram Bahtiri, Pristina",/photo/2240.0.png?3f615dd1,Prishtinës,2240,https://ndreqe.com/photo/2240.0.png?3f615dd1,"Mbeturina 15:17, 17 Jan 2018","Reported in the Rubbish category by an anonymous person at 15:17, Wed 17 January 2018","Bajram Bahtiri, Pristina",,,"The image depicts a grassy area littered with various types of waste, including broken glass, metal, and what appears to be a pile of debris. The presence of these items suggests that the area has been neglected and is in need of cleaning.

Upon closer inspection, it becomes apparent that the waste is scattered throughout the grass, with some items appearing to be buried under the vegetation. The broken glass and metal pieces pose a risk to pedestrians and animals who may accidentally step on them or come into contact with the sharp edges.

The fact that the waste is concentrated in one area suggests that it may have been dumped there intentionally, rather than being the result of natural decomposition. This raises concerns about the lack of proper waste management in the area and the potential for environmental pollution.

Overall, the image presents a clear case of littering and neglect, which can have negative impacts on the environment, public health, and community aesthetics. It is essential to address this issue promptly to prevent further degradation of the area and ensure a safe and healthy environment for residents and visitors.",6,Rubbish
