web-scraper-order,web-scraper-start-url,complaint,complaint-href,text,tex2,images-src
1731180127-307,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë
         09:20, 27 Nën 2018",https://ndreqe.com/report/4446,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 09:20, Mar 27 n�ntor 2018",*e vetmja rrug e pa asfaltuar me fshatin barilev ne komumem e prishtines,/photo/4446.1.jpeg?3733bb94
1731180127-308,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë
         09:20, 27 Nën 2018",https://ndreqe.com/report/4446,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 09:20, Mar 27 n�ntor 2018",*e vetmja rrug e pa asfaltuar me fshatin barilev ne komumem e prishtines,/photo/4446.2.jpeg?77853c95
1731180130-309,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         22:01, 27 Nën 2018",https://ndreqe.com/report/4460,"Raportuar ne kategorinë Ndriçim publik nga Bekim Bajrami ne 22:01, Mar 27 n�ntor 2018","Ju njoftojmë se në rrugen ULËZA në veternik , janë rrëzuar para 3 4 dite 2 shtylla elektrike e te cilat të nesermen i ka rregullua keds , por , ajo qka na shqetson tash ne banoreve, ndriqimi i rruges nuk është rregullua dhe si pasoj e saj tashmë jemi në errësir pikërisht pranë shtëpive , dhe jemi të rrezikuar naten nga makinat që qarkullojn ,kur duhet psh të shkojm ne shitore ne nuk shohim me hec Ndriqimi është gjithkah andej , por pasi qe i rrezoi nji kamion shtyllat elektrike , kemi mbetur ne terr Ju lusim qe te vini dhe ta ndreqni",/photo/4460.0.jpeg?cfa9ae77
1731180130-310,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         22:01, 27 Nën 2018",https://ndreqe.com/report/4460,"Raportuar ne kategorinë Ndriçim publik nga Bekim Bajrami ne 22:01, Mar 27 n�ntor 2018","Ju njoftojmë se në rrugen ULËZA në veternik , janë rrëzuar para 3 4 dite 2 shtylla elektrike e te cilat të nesermen i ka rregullua keds , por , ajo qka na shqetson tash ne banoreve, ndriqimi i rruges nuk është rregullua dhe si pasoj e saj tashmë jemi në errësir pikërisht pranë shtëpive , dhe jemi të rrezikuar naten nga makinat që qarkullojn ,kur duhet psh të shkojm ne shitore ne nuk shohim me hec Ndriqimi është gjithkah andej , por pasi qe i rrezoi nji kamion shtyllat elektrike , kemi mbetur ne terr Ju lusim qe te vini dhe ta ndreqni",/photo/4460.1.jpeg?c701010c
1731180130-311,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         22:01, 27 Nën 2018",https://ndreqe.com/report/4460,"Raportuar ne kategorinë Ndriçim publik nga Bekim Bajrami ne 22:01, Mar 27 n�ntor 2018","Ju njoftojmë se në rrugen ULËZA në veternik , janë rrëzuar para 3 4 dite 2 shtylla elektrike e te cilat të nesermen i ka rregullua keds , por , ajo qka na shqetson tash ne banoreve, ndriqimi i rruges nuk është rregullua dhe si pasoj e saj tashmë jemi në errësir pikërisht pranë shtëpive , dhe jemi të rrezikuar naten nga makinat që qarkullojn ,kur duhet psh të shkojm ne shitore ne nuk shohim me hec Ndriqimi është gjithkah andej , por pasi qe i rrezoi nji kamion shtyllat elektrike , kemi mbetur ne terr Ju lusim qe te vini dhe ta ndreqni",/photo/4460.2.jpeg?8b7e18e1
1731180133-312,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         07:06,  3 Dhj 2018",https://ndreqe.com/report/4481,"Raportuar në kategorinë Mbeturina nga anonim në 07:06, H�n  3 dhjetor 2018",*hudhja e mbeturinave nga banoret e pa pergjegjshem,/photo/4481.0.jpeg?559d91d8
1731180133-313,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         07:06,  3 Dhj 2018",https://ndreqe.com/report/4481,"Raportuar në kategorinë Mbeturina nga anonim në 07:06, H�n  3 dhjetor 2018",*hudhja e mbeturinave nga banoret e pa pergjegjshem,/photo/4481.1.jpeg?c41e3560
1731180136-314,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         09:58, 10 Dhj 2018",https://ndreqe.com/report/4524,"Raportuar në kategorinë Ndriçim publik nga anonim në 09:58, H�n 10 dhjetor 2018",*,/photo/4524.0.jpeg?fd7ab961
1731180139-315,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         12:45, 10 Dhj 2018",https://ndreqe.com/report/4521,"Raportuar në kategorinë Ndriçim publik nga anonim në 12:45, H�n 10 dhjetor 2018",*ndriqim shume i dobet,/photo/4521.0.jpeg?dd7a7d90
1731180139-316,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         12:45, 10 Dhj 2018",https://ndreqe.com/report/4521,"Raportuar në kategorinë Ndriçim publik nga anonim në 12:45, H�n 10 dhjetor 2018",*ndriqim shume i dobet,/photo/4521.1.jpeg?98b68839
1731180139-317,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         12:45, 10 Dhj 2018",https://ndreqe.com/report/4521,"Raportuar në kategorinë Ndriçim publik nga anonim në 12:45, H�n 10 dhjetor 2018",*ndriqim shume i dobet,/photo/4521.2.jpeg?2aa7cd4d
1731180142-318,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Gropë n'rrugë
         11:53, 11 Dhj 2018",https://ndreqe.com/report/4530,"Raportuar në kategorinë Gropë n'rrugë nga anonim në 11:53, Mar 11 dhjetor 2018","Per 15m e kan lan pa e shtrru rrugen me kocka, po bohet shum lloq dimrit akull katastrof, a ka munci me intervenu edhe per kto 15m rrug",/photo/4530.0.jpeg?a1da17c2
1731180145-319,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         22:59, 11 Dhj 2018",https://ndreqe.com/report/4536,"Raportuar ne kategorinë Ndriçim publik nga Arianita ne 22:59, Mar 11 dhjetor 2018","Ketu mungon teresisht ndricimi publik. Kjo rruge e kembesoreve qe perdoret me se shumti nga nxenesit e shkolles fillore ""Iliria"" (duke filluar nga objekti 7A, rr: Rifat Berisha ne drejtim te shkolles se lartpermendur, dhe kalon kah objekti 37) eshte ne erresire dhe e rrezikshme per femijet e paraleleve te uleta qe perfundojne mesimin ne 17:00 dhe 17:45.",/photo/4536.0.jpeg?392d3b34
1731180145-320,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         22:59, 11 Dhj 2018",https://ndreqe.com/report/4536,"Raportuar ne kategorinë Ndriçim publik nga Arianita ne 22:59, Mar 11 dhjetor 2018","Ketu mungon teresisht ndricimi publik. Kjo rruge e kembesoreve qe perdoret me se shumti nga nxenesit e shkolles fillore ""Iliria"" (duke filluar nga objekti 7A, rr: Rifat Berisha ne drejtim te shkolles se lartpermendur, dhe kalon kah objekti 37) eshte ne erresire dhe e rrezikshme per femijet e paraleleve te uleta qe perfundojne mesimin ne 17:00 dhe 17:45.",/photo/4536.1.jpeg?8c06d3b1
1731180145-321,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         22:59, 11 Dhj 2018",https://ndreqe.com/report/4536,"Raportuar ne kategorinë Ndriçim publik nga Arianita ne 22:59, Mar 11 dhjetor 2018","Ketu mungon teresisht ndricimi publik. Kjo rruge e kembesoreve qe perdoret me se shumti nga nxenesit e shkolles fillore ""Iliria"" (duke filluar nga objekti 7A, rr: Rifat Berisha ne drejtim te shkolles se lartpermendur, dhe kalon kah objekti 37) eshte ne erresire dhe e rrezikshme per femijet e paraleleve te uleta qe perfundojne mesimin ne 17:00 dhe 17:45.",/photo/4536.2.jpeg?ca9671c7
1731180148-322,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         14:39, 13 Dhj 2018",https://ndreqe.com/report/4556,"Raportuar në kategorinë Ndriçim publik nga anonim në 14:39, Enj 13 dhjetor 2018","*Ne rrugen Papa Gjon Pali 50 metra pa u kthy te rruga Valdete Jashari, 2-3 drita ne bandera nuk punojne. Ne fillim kane punuar por tani jane prishur. Ajo pjese eshte shume e erret dhe e rrezikshme per femijet naten. Poashtu ne rrugen Valdete Jashari nuk ka fare ndriqim, do ishim mirenjohes sikur te vendoseshin te pakten 2 drita (te pakten ne hyrje te lagjes). Shkaku i mungeses se dritave edhe shakta eshte vjedhur. Perkohesisht kryesia e lagjes e ka vendos nje kapak betoni qe mos te bien femijet ne grope.",/photo/4556.0.jpeg?00588abe
1731180148-323,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         14:39, 13 Dhj 2018",https://ndreqe.com/report/4556,"Raportuar në kategorinë Ndriçim publik nga anonim në 14:39, Enj 13 dhjetor 2018","*Ne rrugen Papa Gjon Pali 50 metra pa u kthy te rruga Valdete Jashari, 2-3 drita ne bandera nuk punojne. Ne fillim kane punuar por tani jane prishur. Ajo pjese eshte shume e erret dhe e rrezikshme per femijet naten. Poashtu ne rrugen Valdete Jashari nuk ka fare ndriqim, do ishim mirenjohes sikur te vendoseshin te pakten 2 drita (te pakten ne hyrje te lagjes). Shkaku i mungeses se dritave edhe shakta eshte vjedhur. Perkohesisht kryesia e lagjes e ka vendos nje kapak betoni qe mos te bien femijet ne grope.",/photo/4556.1.jpeg?5f98f8ed
1731180148-324,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         14:39, 13 Dhj 2018",https://ndreqe.com/report/4556,"Raportuar në kategorinë Ndriçim publik nga anonim në 14:39, Enj 13 dhjetor 2018","*Ne rrugen Papa Gjon Pali 50 metra pa u kthy te rruga Valdete Jashari, 2-3 drita ne bandera nuk punojne. Ne fillim kane punuar por tani jane prishur. Ajo pjese eshte shume e erret dhe e rrezikshme per femijet naten. Poashtu ne rrugen Valdete Jashari nuk ka fare ndriqim, do ishim mirenjohes sikur te vendoseshin te pakten 2 drita (te pakten ne hyrje te lagjes). Shkaku i mungeses se dritave edhe shakta eshte vjedhur. Perkohesisht kryesia e lagjes e ka vendos nje kapak betoni qe mos te bien femijet ne grope.",/photo/4556.2.jpeg?88455f1c
1731180151-325,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         18:55, 18 Dhj 2018",https://ndreqe.com/report/4573,"Raportuar në kategorinë Ndriçim publik nga anonim në 18:55, Mar 18 dhjetor 2018",Rruga selman lajqi ndrogodan nprishtinë ende su bo ndriqimi qe nja 3 vjet u asfaltu rruga hale pa ndriqim,/photo/4573.0.jpeg?d14b7a49
1731180151-326,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         18:55, 18 Dhj 2018",https://ndreqe.com/report/4573,"Raportuar në kategorinë Ndriçim publik nga anonim në 18:55, Mar 18 dhjetor 2018",Rruga selman lajqi ndrogodan nprishtinë ende su bo ndriqimi qe nja 3 vjet u asfaltu rruga hale pa ndriqim,/photo/4573.1.jpeg?b50732c2
1731180154-327,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza
         13:05, 21 Dhj 2018",https://ndreqe.com/report/4579,"Raportuar në kategorinë Ujëra të zeza nga anonim në 13:05, Pre 21 dhjetor 2018","Eshte shperthyer ceva e ujit tash e dy dite. Gjithashtu e tere lagjja e Milevcit, BL Bardhosh, Prishtine tash e nje jave kane probleme me ceva te shperthyera per shkak te presionit te larte te ujit.",/photo/4579.0.jpeg?c42cb582
1731180154-328,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza
         13:05, 21 Dhj 2018",https://ndreqe.com/report/4579,"Raportuar në kategorinë Ujëra të zeza nga anonim në 13:05, Pre 21 dhjetor 2018","Eshte shperthyer ceva e ujit tash e dy dite. Gjithashtu e tere lagjja e Milevcit, BL Bardhosh, Prishtine tash e nje jave kane probleme me ceva te shperthyera per shkak te presionit te larte te ujit.",/photo/4579.1.jpeg?de053f12
1731180154-329,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza
         13:05, 21 Dhj 2018",https://ndreqe.com/report/4579,"Raportuar në kategorinë Ujëra të zeza nga anonim në 13:05, Pre 21 dhjetor 2018","Eshte shperthyer ceva e ujit tash e dy dite. Gjithashtu e tere lagjja e Milevcit, BL Bardhosh, Prishtine tash e nje jave kane probleme me ceva te shperthyera per shkak te presionit te larte te ujit.",/photo/4579.2.jpeg?fa5045e5
1731180157-330,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza
         10:19, 31 Dhj 2018",https://ndreqe.com/report/4626,"Raportuar në kategorinë Ujëra të zeza nga anonim në 10:19, H�n 31 dhjetor 2018",Nuk ka kanalizim fare. Kerkesa ka qe nga viti 2013. Heres se fundit eshte bere ne prillin e ketij viti por nuk eshte ndermarre asgje.,/photo/4626.0.jpeg?1ad91823
1731180157-331,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza
         10:19, 31 Dhj 2018",https://ndreqe.com/report/4626,"Raportuar në kategorinë Ujëra të zeza nga anonim në 10:19, H�n 31 dhjetor 2018",Nuk ka kanalizim fare. Kerkesa ka qe nga viti 2013. Heres se fundit eshte bere ne prillin e ketij viti por nuk eshte ndermarre asgje.,/photo/4626.1.jpeg?8ab5b764
1731180160-332,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Tjera
         21:34, 24 Jan 2019",https://ndreqe.com/report/4664,"Raportuar ne menyre anonime te 21:34, Enj 24 janar 2019","Kablli i internetit apo i rrymes qendron me muaj ne rruge, ju lutem intervenoni",/photo/4664.0.jpeg?9c132b09
1731180163-333,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         08:14, 30 Jan 2019",https://ndreqe.com/report/4671,"Raportuar në kategorinë Ndriçim publik nga anonim në 08:14, M�r 30 janar 2019",Ne rrugen “Abush Loku” Mati 1 kemi nje problem me ndriqimin e rruges siq mund te shihet edhe ne foto ne rrugicen tone eshte prishur dhe nuk eshte ndruar fare refektori kur jane ndruar te tjeret(led).,/photo/4671.0.jpeg?50f206d4
1731180163-334,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         08:14, 30 Jan 2019",https://ndreqe.com/report/4671,"Raportuar në kategorinë Ndriçim publik nga anonim në 08:14, M�r 30 janar 2019",Ne rrugen “Abush Loku” Mati 1 kemi nje problem me ndriqimin e rruges siq mund te shihet edhe ne foto ne rrugicen tone eshte prishur dhe nuk eshte ndruar fare refektori kur jane ndruar te tjeret(led).,/photo/4671.1.jpeg?0e866fff
1731180166-335,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         09:38, 31 Jan 2019",https://ndreqe.com/report/4677,"Raportuar në kategorinë Ndriçim publik nga anonim në 09:38, Enj 31 janar 2019",Ndriqimi i rruges nuk punon (llambat e vjetra) per dallim prej llambave te reja te cilat i kan ndrruar dhe punojne.,/photo/4677.0.jpeg?faf420c4
1731180166-336,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         09:38, 31 Jan 2019",https://ndreqe.com/report/4677,"Raportuar në kategorinë Ndriçim publik nga anonim në 09:38, Enj 31 janar 2019",Ndriqimi i rruges nuk punon (llambat e vjetra) per dallim prej llambave te reja te cilat i kan ndrruar dhe punojne.,/photo/4677.1.jpeg?35f81f21
1731180169-337,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         08:39, 15 Shk 2019",https://ndreqe.com/report/4722,"Raportuar në kategorinë Ndriçim publik nga anonim në 08:39, Pre 15 shkurt 2019",*,/photo/4722.0.jpeg?e858af81
1731180172-338,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         19:37,  2 Pri 2017,
                Përditësimi i fundit 16:25, 16 Shk 2019",https://ndreqe.com/report/369,"Raportuar në kategorinë Ndriçim publik nga anonim në 19:37, Die  2 prill 2017",*kemi pas shum probleme me vjedhje te kereve ka ndodh edhe keret mu kall etj Ndriqim eshte bere ne qender tregtare perfitim kan vetem kafet e rakis(puqfarnicat),/photo/369.0.jpeg?28a4ca08
1731180172-339,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         19:37,  2 Pri 2017,
                Përditësimi i fundit 16:25, 16 Shk 2019",https://ndreqe.com/report/369,"Raportuar në kategorinë Ndriçim publik nga anonim në 19:37, Die  2 prill 2017",*kemi pas shum probleme me vjedhje te kereve ka ndodh edhe keret mu kall etj Ndriqim eshte bere ne qender tregtare perfitim kan vetem kafet e rakis(puqfarnicat),/photo/c/2432.0.jpeg?2765b253
1731180172-340,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         19:37,  2 Pri 2017,
                Përditësimi i fundit 16:25, 16 Shk 2019",https://ndreqe.com/report/369,"Raportuar në kategorinë Ndriçim publik nga anonim në 19:37, Die  2 prill 2017",*kemi pas shum probleme me vjedhje te kereve ka ndodh edhe keret mu kall etj Ndriqim eshte bere ne qender tregtare perfitim kan vetem kafet e rakis(puqfarnicat),/photo/c/2432.1.jpeg?666375ba
1731180172-341,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         19:37,  2 Pri 2017,
                Përditësimi i fundit 16:25, 16 Shk 2019",https://ndreqe.com/report/369,"Raportuar në kategorinë Ndriçim publik nga anonim në 19:37, Die  2 prill 2017",*kemi pas shum probleme me vjedhje te kereve ka ndodh edhe keret mu kall etj Ndriqim eshte bere ne qender tregtare perfitim kan vetem kafet e rakis(puqfarnicat),/photo/c/2432.2.jpeg?4518af32
1731180175-342,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         08:45, 22 Tet 2018,
                Përditësimi i fundit 16:36, 16 Shk 2019",https://ndreqe.com/report/4251,"Raportuar në kategorinë Ndriçim publik nga anonim në 08:45, H�n 22 tetor 2018",*nuk po kemi ndriqim te mjaftushem afer ruges ne mes shkolles dardania dhe termokosit ju kisha lut me na bo ni qare.,/photo/4251.0.jpeg?99c89c32
1731180175-343,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ndriçim publik
         08:45, 22 Tet 2018,
                Përditësimi i fundit 16:36, 16 Shk 2019",https://ndreqe.com/report/4251,"Raportuar në kategorinë Ndriçim publik nga anonim në 08:45, H�n 22 tetor 2018",*nuk po kemi ndriqim te mjaftushem afer ruges ne mes shkolles dardania dhe termokosit ju kisha lut me na bo ni qare.,/photo/c/2434.0.jpeg?1e56bdf7
1731180178-344,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza
         17:07, 15 Pri 2018,
                Përditësimi i fundit 13:19, 21 Shk 2019",https://ndreqe.com/report/2968,"Raportuar në kategorinë Ujëra të zeza nga anonim në 17:07, Die 15 prill 2018",*,/photo/2968.0.jpeg?7e32a75a
1731180178-345,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza
         17:07, 15 Pri 2018,
                Përditësimi i fundit 13:19, 21 Shk 2019",https://ndreqe.com/report/2968,"Raportuar në kategorinë Ujëra të zeza nga anonim në 17:07, Die 15 prill 2018",*,/photo/c/2443.0.jpeg?a8e05314
1731180178-346,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Ujëra të zeza
         17:07, 15 Pri 2018,
                Përditësimi i fundit 13:19, 21 Shk 2019",https://ndreqe.com/report/2968,"Raportuar në kategorinë Ujëra të zeza nga anonim në 17:07, Die 15 prill 2018",*,/photo/c/2443.1.jpeg?bc953384
1731180181-347,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         07:13, 12 Pri 2018,
                Përditësimi i fundit 13:48, 21 Shk 2019",https://ndreqe.com/report/2940,"Raportuar në kategorinë Mbeturina nga anonim në 07:13, Enj 12 prill 2018","*eshte nje kenete e vogel aty ku ndegjohen bretkosat, por e mbulume me mbeturina, nje vend qe cdo dite e me shume po vizitohet",/photo/2940.0.png?947a3d32
1731180181-348,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         07:13, 12 Pri 2018,
                Përditësimi i fundit 13:48, 21 Shk 2019",https://ndreqe.com/report/2940,"Raportuar në kategorinë Mbeturina nga anonim në 07:13, Enj 12 prill 2018","*eshte nje kenete e vogel aty ku ndegjohen bretkosat, por e mbulume me mbeturina, nje vend qe cdo dite e me shume po vizitohet",/photo/2940.1.png?5f446232
1731180181-349,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         07:13, 12 Pri 2018,
                Përditësimi i fundit 13:48, 21 Shk 2019",https://ndreqe.com/report/2940,"Raportuar në kategorinë Mbeturina nga anonim në 07:13, Enj 12 prill 2018","*eshte nje kenete e vogel aty ku ndegjohen bretkosat, por e mbulume me mbeturina, nje vend qe cdo dite e me shume po vizitohet",/photo/c/2444.0.jpeg?0a25099d
1731180181-350,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         07:13, 12 Pri 2018,
                Përditësimi i fundit 13:48, 21 Shk 2019",https://ndreqe.com/report/2940,"Raportuar në kategorinë Mbeturina nga anonim në 07:13, Enj 12 prill 2018","*eshte nje kenete e vogel aty ku ndegjohen bretkosat, por e mbulume me mbeturina, nje vend qe cdo dite e me shume po vizitohet",/photo/c/2444.1.jpeg?aead1636
1731180181-351,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         07:13, 12 Pri 2018,
                Përditësimi i fundit 13:48, 21 Shk 2019",https://ndreqe.com/report/2940,"Raportuar në kategorinë Mbeturina nga anonim në 07:13, Enj 12 prill 2018","*eshte nje kenete e vogel aty ku ndegjohen bretkosat, por e mbulume me mbeturina, nje vend qe cdo dite e me shume po vizitohet",/photo/c/2444.2.jpeg?f8c8511a
1731180184-352,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:21, 26 Shk 2018,
                Përditësimi i fundit 14:10, 21 Shk 2019",https://ndreqe.com/report/2642,"Raportuar në kategorinë Mbeturina nga anonim në 14:21, H�n 26 shkurt 2018","*Dr. Shpëtim Robaj, Taslixhe, Pristinë, Rrafsh i Kosovës.",/photo/2642.0.jpeg?f90fc204
1731180184-353,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:21, 26 Shk 2018,
                Përditësimi i fundit 14:10, 21 Shk 2019",https://ndreqe.com/report/2642,"Raportuar në kategorinë Mbeturina nga anonim në 14:21, H�n 26 shkurt 2018","*Dr. Shpëtim Robaj, Taslixhe, Pristinë, Rrafsh i Kosovës.",/photo/c/2445.0.jpeg?a9bfe38e
1731180184-354,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:21, 26 Shk 2018,
                Përditësimi i fundit 14:10, 21 Shk 2019",https://ndreqe.com/report/2642,"Raportuar në kategorinë Mbeturina nga anonim në 14:21, H�n 26 shkurt 2018","*Dr. Shpëtim Robaj, Taslixhe, Pristinë, Rrafsh i Kosovës.",/photo/c/2445.1.jpeg?87b92f0f
1731180184-355,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:21, 26 Shk 2018,
                Përditësimi i fundit 14:10, 21 Shk 2019",https://ndreqe.com/report/2642,"Raportuar në kategorinë Mbeturina nga anonim në 14:21, H�n 26 shkurt 2018","*Dr. Shpëtim Robaj, Taslixhe, Pristinë, Rrafsh i Kosovës.",/photo/c/2445.2.jpeg?ba7d5cf4
1731180187-356,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:18, 26 Shk 2018,
                Përditësimi i fundit 14:21, 21 Shk 2019",https://ndreqe.com/report/2641,"Raportuar në kategorinë Mbeturina nga anonim në 14:18, H�n 26 shkurt 2018","*Dr. Shpëtim Robaj, Taslixhe, Pristinë, Rrafsh i Kosovës.",/photo/2641.0.jpeg?1c2f85f6
1731180187-357,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:18, 26 Shk 2018,
                Përditësimi i fundit 14:21, 21 Shk 2019",https://ndreqe.com/report/2641,"Raportuar në kategorinë Mbeturina nga anonim në 14:18, H�n 26 shkurt 2018","*Dr. Shpëtim Robaj, Taslixhe, Pristinë, Rrafsh i Kosovës.",/photo/c/2446.0.jpeg?4364047b
1731180187-358,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:18, 26 Shk 2018,
                Përditësimi i fundit 14:21, 21 Shk 2019",https://ndreqe.com/report/2641,"Raportuar në kategorinë Mbeturina nga anonim në 14:18, H�n 26 shkurt 2018","*Dr. Shpëtim Robaj, Taslixhe, Pristinë, Rrafsh i Kosovës.",/photo/c/2446.1.jpeg?a7bdce0b
1731180187-359,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:18, 26 Shk 2018,
                Përditësimi i fundit 14:21, 21 Shk 2019",https://ndreqe.com/report/2641,"Raportuar në kategorinë Mbeturina nga anonim në 14:18, H�n 26 shkurt 2018","*Dr. Shpëtim Robaj, Taslixhe, Pristinë, Rrafsh i Kosovës.",/photo/c/2446.2.jpeg?bc6d1747
1731180191-360,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:13, 26 Shk 2018,
                Përditësimi i fundit 14:50, 21 Shk 2019",https://ndreqe.com/report/2639,"Raportuar në kategorinë Mbeturina nga anonim në 14:13, H�n 26 shkurt 2018","*Xhavit Ahmeti, Bledi, Pristinë, Rrafsh i Kosovës.",/photo/2639.0.jpeg?0d16ce1d
1731180191-361,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:13, 26 Shk 2018,
                Përditësimi i fundit 14:50, 21 Shk 2019",https://ndreqe.com/report/2639,"Raportuar në kategorinë Mbeturina nga anonim në 14:13, H�n 26 shkurt 2018","*Xhavit Ahmeti, Bledi, Pristinë, Rrafsh i Kosovës.",/photo/c/2447.0.jpeg?e25fd332
1731180191-362,https://ndreqe.com/reports/Komuna+e+Prishtin%C3%ABs?t=unfixed,"Mbeturina
         14:13, 26 Shk 2018,
                Përditësimi i fundit 14:50, 21 Shk 2019",https://ndreqe.com/report/2639,"Raportuar në kategorinë Mbeturina nga anonim në 14:13, H�n 26 shkurt 2018","*Xhavit Ahmeti, Bledi, Pristinë, Rrafsh i Kosovës.",/photo/c/2447.1.jpeg?3e368e61
